#x, y, z, a, b, theta
61.027, -163.931, -203.776, 26.22525367178514, 13.199999809265137, 3.141592653589793
60.966, -164.188, -202.976, 25.977550747789227, 12.699999809265137, 3.141592653589793
60.843, -164.707, -201.376, 21.295746243529447, 11.8100004196167, 3.141592653589793
60.909, -164.446, -202.176, 22.844626355963058, 12.239999771118164, 3.141592653589793
60.787, -164.964, -200.576, 21.293415782801517, 11.420000076293945, 3.141592653589793
60.673, -165.46, -198.976, 19.594401094123704, 10.779999732971191, 3.141592653589793
60.613, -165.741, -197.376, 19.442256154377407, 10.1899995803833, 3.141592653589793
53.384901318387335, -159.70685860520132, -195.776, 19.600000381469727, 9.800000190734863, 3.141592653589793
63.615298461914065, -165.88400268554688, -196.576, 24.90000009536743, 9.960000038146973, 2.654573956895448
61.21099853515625, -163.03799438476562, -187.776, 15.439845091967292, 8.319999694824219, 3.141592653589793
61.3129997253418, -162.5970001220703, -186.976, 15.235288169623374, 8.489999771118164, 3.141592653589793
60.71500015258789, -165.22000122070312, -191.776, 10.057370183886162, 8.670000076293945, 3.141592653589793
60.64799880981445, -165.5709991455078, -192.576, 10.430196629221616, 8.90999984741211, 3.141592653589793
54.49037766936681, -165.8168587214114, -188.576, 16.440000534057617, 8.220000267028809, 3.141592653589793
62.440971981370716, -166.8747048528125, -189.376, 14.264602922052768, 8.210000038146973, 3.141592653589793
61.57572787783056, -168.7845825334079, -190.176, 11.885915225833003, 8.289999961853027, 3.141592653589793
60.571998596191406, -165.92300415039062, -193.376, 10.974286338168739, 9.229999542236328, 3.141592653589793
60.65299987792969, -162.3679962158203, -186.176, 15.548635567967919, 8.319999694824219, 3.141592653589793
61.53592522489319, -169.13503165254195, -190.976, 11.382459238202166, 8.4399995803833, 3.141592653589793
60.32383228547471, -163.73091266942933, -194.976, 15.711011673390779, 9.680000305175781, 3.141592653589793
60.50199890136719, -166.27200317382812, -194.176, 14.64749366325805, 9.600000381469727, 2.733643298307319
60.99700164794922, -166.41000366210938, -176.576, 9.681179059227482, 7.75, 3.141592653589793
61.09400177001953, -166.1840057373047, -177.376, 9.306561883067868, 7.429999828338623, 3.1159132064935617
58.68000030517578, -162.28700256347656, -184.576, 15.720000267028809, 7.860000133514404, 3.141592653589793
59.95248959349665, -162.31188360033502, -183.776, 14.960000038146973, 7.480000019073486, 3.141592653589793
61.22700119018555, -165.98599243164062, -178.176, 8.515410359000999, 7.170000076293945, 3.141592653589793
59.18000030517578, -162.16900634765625, -185.376, 16.200000762939453, 8.100000381469727, 3.141592653589793
61.53423243778197, -168.58371384445903, -179.776, 13.619999885559082, 6.809999942779541, 3.141592653589793
59.21905236801473, -163.88297374417198, -182.176, 12.949329297690076, 6.940000057220459, 3.141592653589793
59.676767075459225, -169.45771295935785, -178.976, 10.449425590186992, 6.949999809265137, 3.141592653589793
58.997766205864295, -163.40085685468804, -182.976, 13.804421433641924, 7.170000076293945, 3.141592653589793
59.71209399634998, -164.84274690110544, -181.376, 12.98035327322086, 6.800000190734863, 3.141592653589793
58.99209492190989, -167.18190691267836, -180.576, 13.534398131202718, 6.760000228881836, 3.141592653589793
60.875999450683594, -166.62100219726562, -175.776, 10.791932897904822, 8.140000343322754, 3.141592653589793
59.14899826049805, -168.39999389648438, -167.776, 8.763617409011676, 7.699999809265137, 3.141592653589793
59.16999816894531, -168.33200073242188, -166.976, 7.946266392551152, 7.610000133514404, 3.1408752766936354
59.38915639449533, -166.17109329942986, -169.376, 11.152905356374085, 8.079999923706055, 3.141592653589793
58.64400100708008, -168.2050018310547, -171.776, 12.754355515655794, 8.880000114440918, 3.141592653589793
60.74700164794922, -166.8280029296875, -174.976, 11.355989444343395, 8.569999694824219, 3.141592653589793
57.54618993138311, -168.25767174825012, -172.576, 14.163100964393273, 8.970000267028809, 3.141592653589793
59.12200164794922, -168.46600341796875, -168.576, 10.647419678246454, 7.860000133514404, 1.7498463481169173
59.094832507606554, -167.3064940095684, -170.976, 12.231054415483555, 8.699999809265137, 3.141592653589793
