#x, y, z, a, b, theta
49.07026029303286, -152.42544586648103, -203.976, 50.0, 13.329999923706055, 3.141592653589793
48.57026660799664, -151.55055733692157, -203.176, 50.0, 12.819999694824219, 3.141592653589793
49.524969486873076, -156.76311364870122, -202.376, 50.0, 12.350000381469727, 3.141592653589793
50.826566365802194, -158.56216188892026, -201.576, 50.0, 11.920000076293945, 3.141592653589793
59.36748335082834, -155.44995676662955, -199.176, 50.0, 10.859999656677246, 3.141592653589793
51.895436211821625, -157.8085196390291, -200.776, 50.0, 11.520000457763672, 3.141592653589793
60.74599838256836, -165.16400146484375, -199.976, 50.0, 11.15999984741211, 2.4136945799184897
60.652000427246094, -165.56199645996094, -198.376, 50.0, 10.529999732971191, 2.697265362594867
51.70798216938127, -160.6328342570452, -197.576, 50.0, 10.25, 3.141592653589793
53.28599199062059, -159.23509008979747, -195.976, 22.33836827687, 9.829999923706055, 3.141592653589793
55.280953307978926, -160.58083430864338, -196.776, 38.483737201092005, 10.010000228881836, 2.5703259184981246
61.189998626708984, -163.14199829101562, -187.976, 15.28141270809096, 8.279999732971191, 3.141592653589793
61.2869987487793, -162.71099853515625, -187.176, 15.424990542101561, 8.4399995803833, 3.141592653589793
60.62200164794922, -165.6580047607422, -192.776, 10.5691429204658, 8.989999771118164, 3.141592653589793
60.98400115966797, -162.4080047607422, -186.376, 15.177267688645614, 8.420000076293945, 3.141592653589793
53.488823741126225, -167.16475643493084, -188.776, 27.35822375810469, 8.210000038146973, 3.141592653589793
53.35905973608002, -159.44201048850496, -195.176, 21.951224115049566, 9.710000038146973, 3.141592653589793
62.69697825031322, -166.51988164221683, -189.576, 14.386236063030502, 8.220000267028809, 3.141592653589793
61.6081073260133, -168.9548488971694, -190.376, 11.744818314437488, 8.319999694824219, 3.141592653589793
61.15702533569919, -168.69271157447483, -191.176, 10.953646128479356, 8.489999771118164, 3.141592653589793
60.61855398678711, -167.77282245125565, -191.976, 10.53785151503083, 8.720000267028809, 3.141592653589793
60.78776727379695, -167.63561024196014, -193.576, 11.060167917281376, 9.319999694824219, 3.141592653589793
63.87923946070916, -167.05054334199042, -194.376, 17.303408950244027, 9.640000343322754, 2.9259912018455925
61.14699935913086, -166.14300537109375, -177.576, 8.968588497637985, 7.360000133514404, 3.141592653589793
61.025001525878906, -166.35400390625, -176.776, 9.539003234206017, 7.670000076293945, 3.141592653589793
65.44279140165258, -165.03843796400673, -181.576, 19.281021964296457, 6.829999923706055, 3.141592653589793
59.5099983215332, -162.2100067138672, -185.576, 28.745043692400564, 8.130000114440918, 3.141592653589793
65.89804459671596, -163.53240876650287, -183.176, 21.353683122756046, 7.239999771118164, 3.1406625781331075
59.040000915527344, -163.38099670410156, -182.376, 13.294858704226112, 6.989999771118164, 3.141592653589793
62.209424732714126, -168.6470535707699, -179.976, 14.463038552512746, 6.789999961853027, 3.141592653589793
59.94389539485516, -169.31471299112442, -179.176, 10.84000581672036, 6.909999847412109, 3.141592653589793
69.33775018112041, -162.7818669981001, -183.976, 46.876868602600545, 7.570000171661377, 3.141592653589793
59.4387917345757, -169.96567205413183, -178.376, 10.094065302303232, 7.119999885559082, 3.141592653589793
59.13187351761388, -167.2388404601232, -180.776, 13.499967604674122, 6.75, 3.141592653589793
67.9126703478524, -162.5314585557182, -184.776, 37.577477556349336, 7.96999979019165, 3.141592653589793
60.88800048828125, -166.55799865722656, -175.976, 10.601823641265636, 8.039999961853027, 3.141592653589793
